delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
23908.0,ecom express,clothing,van,same day,south,cold,257.9,26.98,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1470.44
23909.0,ekart,automobile parts,ev van,same day,south,hot,107.5,28.23,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,722.19
23910.0,amazon logistics,cosmetics,truck,express,north,rainy,266.2,1.51,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,3,1385.53
23911.0,xpressbees,electronics,van,same day,west,clear,75.1,21.06,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,538.68
23912.0,shadowfax,fragile items,truck,same day,east,clear,103.3,37.52,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,729.06
23913.0,shadowfax,electronics,scooter,standard,central,stormy,297.1,24.82,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1565.96
23914.0,xpressbees,fragile items,bike,two day,south,stormy,72.2,30.51,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,452.53
23915.0,delhivery,fragile items,truck,two day,central,foggy,92.5,14.28,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,505.34
23916.0,blue dart,pharmacy,ev bike,same day,east,hot,231.6,13.88,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1299.64
23917.0,blue dart,pharmacy,scooter,same day,north,stormy,240.0,10.62,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,delayed,2,1331.86
23918.0,xpressbees,fragile items,bike,standard,south,stormy,104.0,2.15,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,526.45
23919.0,dhl,fragile items,truck,same day,south,clear,246.7,20.24,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1394.22
23920.0,blue dart,cosmetics,van,two day,east,rainy,163.6,41.33,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,941.99
23921.0,delhivery,clothing,ev van,standard,west,rainy,193.8,44.96,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1103.88
23922.0,fedex,pharmacy,van,two day,north,foggy,263.3,26.54,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1396.12
23923.0,dhl,clothing,van,express,central,rainy,127.5,27.55,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000004,yes,failed,1,770.15
23924.0,blue dart,electronics,truck,standard,north,rainy,41.4,10.54,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,238.62
23925.0,delhivery,clothing,ev van,two day,central,clear,259.0,29.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,1383.32
23926.0,xpressbees,furniture,ev bike,same day,south,rainy,172.5,25.78,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1039.84
23927.0,amazon logistics,automobile parts,truck,two day,central,cold,283.0,28.09,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,4,1499.27
23928.0,ekart,electronics,ev bike,two day,north,stormy,181.2,31.2,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,4,999.6
23929.0,fedex,electronics,ev bike,standard,south,cold,30.7,49.15,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,300.95
23930.0,ekart,electronics,truck,standard,central,clear,94.0,22.57,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,3,537.71
23931.0,dhl,clothing,scooter,standard,north,foggy,236.1,25.94,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,1258.32
23932.0,delhivery,furniture,bike,two day,south,hot,87.8,24.81,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,513.43
23933.0,ecom express,fragile items,truck,same day,east,hot,249.8,24.51,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,3,1422.53
23934.0,xpressbees,electronics,ev bike,standard,north,hot,275.6,42.05,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1504.15
23935.0,ecom express,fragile items,van,same day,south,foggy,133.0,10.89,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,797.67
23936.0,ekart,automobile parts,van,express,west,cold,245.8,47.45,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,yes,failed,1,1421.35
23937.0,amazon logistics,electronics,van,same day,east,rainy,73.3,11.15,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,499.95
23938.0,fedex,furniture,truck,two day,east,cold,126.7,45.77,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,770.81
23939.0,blue dart,fragile items,ev bike,express,west,cold,227.9,20.01,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1249.53
23940.0,ekart,cosmetics,van,two day,central,rainy,54.6,3.16,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,282.48
23941.0,amazon logistics,clothing,truck,same day,central,hot,101.4,34.06,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,709.18
23942.0,xpressbees,clothing,van,standard,north,rainy,95.3,44.72,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,610.66
23943.0,xpressbees,furniture,scooter,express,west,cold,286.5,35.21,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,no,delivered,5,1588.13
23944.0,ekart,fragile items,ev bike,two day,east,foggy,149.0,5.95,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,762.85
23945.0,shadowfax,automobile parts,truck,two day,east,foggy,95.9,17.38,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,531.64
23946.0,ecom express,furniture,truck,same day,south,hot,95.2,4.01,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,588.03
23947.0,delhivery,furniture,scooter,same day,south,rainy,114.1,49.52,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,820.14
23948.0,ekart,pharmacy,ev van,two day,west,clear,85.8,9.48,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,457.44
23949.0,delhivery,furniture,ev bike,standard,central,cold,91.0,43.09,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,584.27
23950.0,delhivery,pharmacy,ev bike,express,east,cold,128.6,4.88,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,no,delivered,4,707.64
23951.0,ecom express,documents,ev bike,express,south,clear,207.0,2.11,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,5,1091.33
23952.0,ekart,furniture,van,two day,south,hot,73.0,41.62,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,3,489.86
23953.0,blue dart,pharmacy,truck,two day,north,clear,174.6,22.17,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,939.51
23954.0,delhivery,pharmacy,scooter,same day,east,cold,223.4,26.71,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,1297.13
23955.0,ecom express,automobile parts,ev bike,standard,west,rainy,59.9,32.95,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,398.35
23956.0,fedex,cosmetics,bike,two day,west,hot,213.3,8.36,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,1091.58
23957.0,amazon logistics,cosmetics,truck,two day,west,rainy,188.5,21.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1007.78
23958.0,ekart,fragile items,scooter,express,central,cold,93.8,7.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,2,540.3
23959.0,shadowfax,furniture,truck,two day,central,rainy,178.2,12.55,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,3,928.65
23960.0,amazon logistics,documents,scooter,express,south,hot,297.1,37.02,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,failed,1,1632.7205999999999
23961.0,xpressbees,furniture,ev van,same day,central,cold,154.8,29.73,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,963.19
23962.0,fedex,automobile parts,bike,standard,north,foggy,248.3,7.22,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1263.16
23963.0,blue dart,fragile items,ev bike,same day,west,clear,210.0,23.21,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,1219.63
23964.0,ekart,groceries,ev bike,standard,east,hot,230.8,6.19,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1172.57
23965.0,shadowfax,furniture,ev van,standard,north,clear,27.4,25.5,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,213.5
23966.0,fedex,documents,scooter,two day,south,cold,271.6,20.5,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,3,1419.5
23967.0,delhivery,electronics,ev bike,same day,central,foggy,51.1,2.75,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,363.75
23968.0,blue dart,documents,bike,same day,west,cold,94.4,28.74,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,658.22
23969.0,dhl,electronics,ev bike,express,east,clear,205.0,3.67,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,1086.01
23970.0,blue dart,groceries,van,same day,west,cold,100.9,8.12,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,628.86
23971.0,fedex,electronics,ev bike,same day,north,clear,135.8,24.51,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,852.53
23972.0,ekart,documents,ev bike,express,north,hot,117.4,0.67,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,3,638.05
23973.0,ekart,cosmetics,van,express,west,foggy,271.1,46.27,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000007,yes,delayed,2,1544.31
23974.0,delhivery,fragile items,van,same day,east,stormy,96.8,13.58,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,failed,2,624.74
23975.0,fedex,fragile items,ev bike,same day,south,rainy,53.5,10.26,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,398.28
23976.0,blue dart,pharmacy,ev van,express,north,stormy,41.8,46.76,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000002,yes,failed,1,399.28
23977.0,shadowfax,furniture,van,express,east,stormy,25.2,8.91,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000002,yes,delayed,2,202.73
23978.0,ecom express,automobile parts,ev van,two day,west,rainy,273.9,7.25,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,3,1391.25
23979.0,ecom express,pharmacy,van,same day,south,hot,222.9,41.31,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1338.43
23980.0,xpressbees,electronics,ev van,standard,east,foggy,182.5,1.59,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,917.27
23981.0,amazon logistics,automobile parts,truck,two day,north,foggy,232.1,0.67,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,3,1162.27
23982.0,ecom express,pharmacy,ev bike,standard,central,clear,177.2,36.4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,995.2
23983.0,xpressbees,pharmacy,ev bike,standard,central,clear,265.6,43.29,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,1457.87
23984.0,ekart,electronics,ev bike,express,south,clear,78.5,15.08,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,delivered,3,487.74
23985.0,fedex,furniture,ev van,standard,east,stormy,190.8,30.44,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1045.32
23986.0,amazon logistics,furniture,van,standard,west,clear,244.9,43.69,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1355.57
23987.0,xpressbees,fragile items,ev bike,same day,north,clear,15.5,25.55,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000008,no,delivered,4,254.15
23988.0,dhl,groceries,ev bike,same day,east,foggy,46.3,47.08,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,472.74
23989.0,blue dart,groceries,truck,express,south,hot,241.8,3.76,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,5,1270.28
23990.0,blue dart,cosmetics,scooter,same day,east,clear,9.6,11.74,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,183.22
23991.0,dhl,electronics,van,standard,east,stormy,244.0,30.2,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,3,1310.6
23992.0,amazon logistics,cosmetics,scooter,express,east,cold,174.7,4.97,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,938.41
23993.0,fedex,electronics,bike,same day,west,cold,176.2,1.55,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,985.65
23994.0,delhivery,documents,ev van,two day,south,cold,169.3,1.0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,849.5
23995.0,ecom express,furniture,ev bike,express,west,cold,233.5,43.4,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,3,1347.7
23996.0,dhl,clothing,truck,two day,south,hot,208.5,24.76,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,1116.78
23997.0,dhl,electronics,van,express,north,hot,73.5,48.26,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,562.28
23998.0,amazon logistics,groceries,bike,same day,west,stormy,234.1,10.29,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000008,yes,delayed,3,1301.37
23999.0,dhl,cosmetics,van,standard,east,hot,208.5,22.33,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1109.49
24000.0,shadowfax,documents,scooter,same day,west,cold,255.2,0.67,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1377.92
24001.0,ecom express,documents,truck,same day,south,rainy,251.6,17.05,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1409.15
24002.0,fedex,cosmetics,van,express,west,rainy,99.7,40.32,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,failed,1,669.46
24003.0,shadowfax,automobile parts,ev van,express,north,stormy,168.2,36.27,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,3,999.81
24004.0,dhl,furniture,ev van,same day,central,stormy,226.4,40.05,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,3,1352.15
24005.0,ecom express,pharmacy,truck,express,central,cold,109.0,46.78,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,5,735.34
24006.0,delhivery,fragile items,ev van,express,south,hot,294.8,29.68,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,3,1613.04
24007.0,ekart,electronics,scooter,same day,south,rainy,183.2,45.36,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,1152.08
24008.0,ecom express,automobile parts,bike,standard,north,hot,262.5,12.3,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,1349.4
24009.0,fedex,furniture,truck,same day,central,clear,194.1,26.9,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,1151.2
24010.0,blue dart,groceries,bike,standard,north,cold,19.1,32.16,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,191.98
24011.0,dhl,pharmacy,ev van,standard,central,foggy,227.1,24.89,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1210.17
24012.0,ekart,automobile parts,bike,express,north,rainy,71.8,31.61,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,503.83
24013.0,fedex,automobile parts,ev van,standard,central,foggy,234.5,25.58,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,1249.24
24014.0,ekart,cosmetics,ev bike,standard,south,hot,74.5,47.6,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,515.3
24015.0,dhl,furniture,scooter,express,east,cold,35.1,38.65,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,delayed,2,341.45
24016.0,ecom express,clothing,truck,express,north,clear,210.1,30.5,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,4,1192.0
24017.0,delhivery,clothing,truck,express,south,hot,121.8,18.11,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,failed,2,713.33
24018.0,xpressbees,fragile items,ev bike,two day,central,stormy,6.2,11.6,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,3,95.6674
24019.0,delhivery,clothing,van,same day,east,rainy,272.2,27.25,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,failed,2,1542.75
24020.0,fedex,furniture,truck,express,south,clear,167.8,19.3,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,no,delivered,4,946.9
24021.0,xpressbees,groceries,van,same day,central,foggy,179.2,47.51,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1138.53
24022.0,ecom express,cosmetics,bike,express,central,foggy,114.3,23.88,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,delayed,2,693.14
24023.0,ekart,groceries,ev bike,standard,east,hot,108.0,39.66,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,3,658.98
24024.0,delhivery,cosmetics,scooter,express,south,stormy,46.7,21.47,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,2,347.91
24025.0,xpressbees,furniture,scooter,express,central,hot,26.0,22.79,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,4,248.37
24026.0,ecom express,fragile items,scooter,express,east,hot,155.8,0.69,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000005,no,delivered,5,831.07
24027.0,shadowfax,clothing,truck,same day,south,rainy,198.6,49.52,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1242.46
24028.0,delhivery,cosmetics,ev bike,express,east,foggy,170.4,13.47,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,delayed,3,942.41
24029.0,fedex,cosmetics,ev bike,express,south,hot,295.1,25.25,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,no,delivered,4,1601.25
24030.0,dhl,fragile items,truck,same day,south,cold,218.3,48.75,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,failed,2,1337.75
24031.0,fedex,furniture,van,standard,west,foggy,258.0,15.57,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,1336.71
24032.0,delhivery,documents,ev van,standard,south,stormy,9.2,1.32,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,95.6674
24033.0,ekart,furniture,van,standard,east,rainy,21.0,6.86,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,125.58
24034.0,ecom express,automobile parts,bike,express,west,clear,35.9,34.39,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,3,332.67
24035.0,delhivery,clothing,ev bike,same day,central,rainy,197.0,28.97,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1171.91
24036.0,ecom express,pharmacy,ev van,same day,central,rainy,273.5,20.82,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1529.96
24037.0,fedex,documents,scooter,two day,central,stormy,61.4,48.98,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,453.94
24038.0,shadowfax,cosmetics,scooter,express,west,cold,260.9,48.51,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,no,delivered,3,1500.03
24039.0,ecom express,groceries,van,two day,east,stormy,64.4,9.68,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,3,351.04
24040.0,blue dart,fragile items,van,two day,east,cold,203.3,28.54,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,1102.12
24041.0,ecom express,clothing,scooter,standard,north,foggy,16.6,32.89,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,181.67
24042.0,ekart,clothing,bike,standard,west,hot,99.2,4.62,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,509.86
24043.0,dhl,automobile parts,scooter,express,central,clear,155.4,14.54,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,2,870.62
24044.0,fedex,groceries,scooter,express,west,hot,174.7,8.46,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,2,948.88
24045.0,shadowfax,electronics,scooter,standard,central,foggy,97.7,28.26,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,573.28
24046.0,ekart,fragile items,scooter,express,east,stormy,136.2,36.83,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,841.49
24047.0,amazon logistics,groceries,ev van,standard,north,rainy,26.5,36.35,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,241.55
24048.0,delhivery,automobile parts,scooter,two day,central,stormy,116.6,4.08,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,595.24
24049.0,shadowfax,groceries,ev bike,two day,east,hot,109.4,10.67,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,579.01
24050.0,shadowfax,cosmetics,truck,standard,east,cold,10.5,35.17,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,158.01
24051.0,fedex,pharmacy,van,express,west,clear,164.6,12.16,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,no,delivered,4,909.48
24052.0,shadowfax,furniture,ev bike,same day,east,foggy,289.2,42.01,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1632.7205999999999
24053.0,xpressbees,furniture,bike,express,east,stormy,161.0,28.08,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,3,939.24
24054.0,ecom express,documents,ev bike,express,west,hot,14.5,4.14,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,delayed,3,134.92
24055.0,blue dart,cosmetics,van,same day,south,clear,21.7,21.4,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,4,272.7
24056.0,fedex,furniture,ev bike,two day,east,hot,233.8,40.83,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1291.49
24057.0,shadowfax,electronics,ev van,same day,north,clear,185.8,37.19,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1140.57
24058.0,dhl,groceries,ev bike,same day,south,foggy,189.8,30.58,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1140.74
24059.0,ecom express,groceries,bike,express,west,rainy,251.0,13.41,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,delayed,3,1345.23
24060.0,fedex,fragile items,ev van,express,east,foggy,44.7,45.46,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,delayed,2,409.88
24061.0,shadowfax,groceries,ev bike,same day,south,foggy,297.1,2.95,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,3,1595.85
24062.0,blue dart,pharmacy,bike,same day,central,rainy,190.3,15.41,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1097.73
24063.0,dhl,electronics,scooter,express,south,hot,294.3,27.58,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000007,no,delivered,4,1604.24
24064.0,shadowfax,groceries,ev van,same day,east,cold,171.1,17.42,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1007.76
24065.0,dhl,documents,ev van,standard,north,cold,247.4,40.39,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1358.17
24066.0,xpressbees,furniture,van,standard,central,clear,164.7,31.65,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,918.45
24067.0,blue dart,automobile parts,ev van,express,central,stormy,72.3,14.03,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000003,yes,failed,2,453.59
24068.0,blue dart,automobile parts,van,standard,central,rainy,273.7,24.25,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000024,no,delivered,5,1441.25
24069.0,dhl,documents,ev van,two day,south,cold,146.3,11.21,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,765.13
24070.0,ekart,pharmacy,truck,standard,east,hot,93.5,17.75,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,520.75
24071.0,amazon logistics,automobile parts,truck,two day,east,cold,260.5,38.49,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1417.97
24072.0,amazon logistics,documents,bike,express,south,foggy,132.2,19.82,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,failed,1,770.46
24073.0,fedex,groceries,ev van,same day,north,clear,94.7,29.69,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,662.57
24074.0,fedex,furniture,scooter,same day,west,hot,230.6,29.7,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1342.1
24075.0,ekart,electronics,scooter,standard,north,stormy,108.9,40.98,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,3,667.44
24076.0,fedex,furniture,van,two day,central,hot,109.9,15.67,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,596.51
24077.0,xpressbees,clothing,ev bike,express,north,foggy,260.7,9.79,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,failed,1,1382.87
24078.0,xpressbees,documents,ev bike,same day,east,stormy,222.3,48.25,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,1356.25
